page_id,page_name,slicer_name,filter_column,slicer_dataset,card_id,card_name,card_dataset,responds,reason
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,633141134,未完工一覧,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,633141134,未完工一覧,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,633141134,未完工一覧,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,633141134,未完工一覧,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,1931412914,契約一覧(見積結果日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,1931412914,契約一覧(見積結果日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,1931412914,契約一覧(見積結果日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,1931412914,契約一覧(見積結果日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,1851405345,平均単価(施工店請負金額),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,1851405345,平均単価(施工店請負金額),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,1851405345,平均単価(施工店請負金額),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,1851405345,平均単価(施工店請負金額),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,1969287996,商談未確定率（見積提案日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,1969287996,商談未確定率（見積提案日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,1969287996,商談未確定率（見積提案日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,1969287996,商談未確定率（見積提案日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,138189276,月別施工店ごと商談未確定件数(今期),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,138189276,月別施工店ごと商談未確定件数(今期),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,138189276,月別施工店ごと商談未確定件数(今期),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,138189276,月別施工店ごと商談未確定件数(今期),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,53616018,見積数（見積提案日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,53616018,見積数（見積提案日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,53616018,見積数（見積提案日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,53616018,見積数（見積提案日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,710284790,契約数(結果確定日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,710284790,契約数(結果確定日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,710284790,契約数(結果確定日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,710284790,契約数(結果確定日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,532453145,契約率（12ヶ月移動平均）,コラボス_契約率移動平均用,✅,Có column
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,532453145,契約率（12ヶ月移動平均）,コラボス_契約率移動平均用,❌,Thiếu column
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,532453145,契約率（12ヶ月移動平均）,コラボス_契約率移動平均用,❌,Thiếu column
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,532453145,契約率（12ヶ月移動平均）,コラボス_契約率移動平均用,✅,Có column
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,1465358268,案件一覧(施工店用_承り日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,1465358268,案件一覧(施工店用_承り日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,1465358268,案件一覧(施工店用_承り日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,1465358268,案件一覧(施工店用_承り日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,2147160344,完工一覧（工事完了予定日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,2147160344,完工一覧（工事完了予定日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,2147160344,完工一覧（工事完了予定日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,2147160344,完工一覧（工事完了予定日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,395356149,案件数（承り日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,395356149,案件数（承り日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,395356149,案件数（承り日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,395356149,案件数（承り日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,595232334,平均日数（施工店別）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,595232334,平均日数（施工店別）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,595232334,平均日数（施工店別）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,595232334,平均日数（施工店別）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,831102014,郵送率（施工店でフィルター必須）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,831102014,郵送率（施工店でフィルター必須）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,831102014,郵送率（施工店でフィルター必須）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,831102014,郵送率（施工店でフィルター必須）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,206632515,数値進捗（施工店）3ヶ月集計,コラボス＋リペイント（昨対集計用）,✅,Có column
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,206632515,数値進捗（施工店）3ヶ月集計,コラボス＋リペイント（昨対集計用）,❌,Thiếu column
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,206632515,数値進捗（施工店）3ヶ月集計,コラボス＋リペイント（昨対集計用）,❌,Thiếu column
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,206632515,数値進捗（施工店）3ヶ月集計,コラボス＋リペイント（昨対集計用）,❌,Thiếu column
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,118066549,数値進捗（施工店）,コラボス＋リペイント（昨対集計用）,✅,Có column
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,118066549,数値進捗（施工店）,コラボス＋リペイント（昨対集計用）,❌,Thiếu column
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,118066549,数値進捗（施工店）,コラボス＋リペイント（昨対集計用）,❌,Thiếu column
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,118066549,数値進捗（施工店）,コラボス＋リペイント（昨対集計用）,❌,Thiếu column
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,1288974591,郵送率（3ヶ月毎）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,1288974591,郵送率（3ヶ月毎）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,1288974591,郵送率（3ヶ月毎）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,1288974591,郵送率（3ヶ月毎）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,765442322,見積件数一覧(見積提案日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,765442322,見積件数一覧(見積提案日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,765442322,見積件数一覧(見積提案日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,765442322,見積件数一覧(見積提案日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,1579225174,元請け別契約金額(結果確定日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,1579225174,元請け別契約金額(結果確定日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,1579225174,元請け別契約金額(結果確定日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,1579225174,元請け別契約金額(結果確定日基準),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,90992398,契約率(施工店分析）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,90992398,契約率(施工店分析）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,90992398,契約率(施工店分析）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,90992398,契約率(施工店分析）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,1123284518,完工一覧,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,1123284518,完工一覧,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,1123284518,完工一覧,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,1123284518,完工一覧,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,868287800,月別施工店ごと郵送件数(今期),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,868287800,月別施工店ごと郵送件数(今期),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,868287800,月別施工店ごと郵送件数(今期),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,868287800,月別施工店ごと郵送件数(今期),コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,1715340574,元請け別完工金額,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,1715340574,元請け別完工金額,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,1715340574,元請け別完工金額,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,1715340574,元請け別完工金額,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,1866181173,契約率（3ヶ月移動平均）,コラボス_契約率移動平均用,✅,Có column
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,1866181173,契約率（3ヶ月移動平均）,コラボス_契約率移動平均用,❌,Thiếu column
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,1866181173,契約率（3ヶ月移動平均）,コラボス_契約率移動平均用,❌,Thiếu column
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,1866181173,契約率（3ヶ月移動平均）,コラボス_契約率移動平均用,✅,Có column
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,1137777881,商談未確定率（3ヶ月毎）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,1137777881,商談未確定率（3ヶ月毎）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,1137777881,商談未確定率（3ヶ月毎）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,1137777881,商談未確定率（3ヶ月毎）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,施工店名（コラボス）,担当施工店,コラボス＋リペイント,1010684648,契約率_グラフ（見積提案日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,ユニット（コラボス）,ユニット,コラボス＋リペイント,1010684648,契約率_グラフ（見積提案日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,営業担当（コラボス）,営業担当（文字化け修正）,コラボス＋リペイント,1010684648,契約率_グラフ（見積提案日基準）,コラボス＋リペイント,✅,Cùng dataset
213860614,施工店分析,元請会社名,元請会社（DCMまとめ）,コラボス＋リペイント,1010684648,契約率_グラフ（見積提案日基準）,コラボス＋リペイント,✅,Cùng dataset
248150074,工場売上分析,チーム,APチーム名,ER_売上/受注_直近_PRD,228624032,ステータス別_工場・倉庫・施設出荷社数_年比較,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,現場名（工場案件）,現場名,ER_現場名入り売上実績,228624032,ステータス別_工場・倉庫・施設出荷社数_年比較,ER_売上/受注_直近_PRD,❌,Thiếu column
248150074,工場売上分析,担当者,AP担当者名,ER_売上/受注_直近_PRD,228624032,ステータス別_工場・倉庫・施設出荷社数_年比較,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,営業所,AP営業所名,ER_売上/受注_直近_PRD,228624032,ステータス別_工場・倉庫・施設出荷社数_年比較,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,売上時期,売上時期,ER_売上/受注_直近_PRD,228624032,ステータス別_工場・倉庫・施設出荷社数_年比較,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,チーム,APチーム名,ER_売上/受注_直近_PRD,674045266,商品別_工場・倉庫・施設出荷現場数,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,現場名（工場案件）,現場名,ER_現場名入り売上実績,674045266,商品別_工場・倉庫・施設出荷現場数,ER_売上/受注_直近_PRD,❌,Thiếu column
248150074,工場売上分析,担当者,AP担当者名,ER_売上/受注_直近_PRD,674045266,商品別_工場・倉庫・施設出荷現場数,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,営業所,AP営業所名,ER_売上/受注_直近_PRD,674045266,商品別_工場・倉庫・施設出荷現場数,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,売上時期,売上時期,ER_売上/受注_直近_PRD,674045266,商品別_工場・倉庫・施設出荷現場数,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,チーム,APチーム名,ER_売上/受注_直近_PRD,1924842861,ステータス別_工場・倉庫・施設売上,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,現場名（工場案件）,現場名,ER_現場名入り売上実績,1924842861,ステータス別_工場・倉庫・施設売上,ER_売上/受注_直近_PRD,❌,Thiếu column
248150074,工場売上分析,担当者,AP担当者名,ER_売上/受注_直近_PRD,1924842861,ステータス別_工場・倉庫・施設売上,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,営業所,AP営業所名,ER_売上/受注_直近_PRD,1924842861,ステータス別_工場・倉庫・施設売上,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,売上時期,売上時期,ER_売上/受注_直近_PRD,1924842861,ステータス別_工場・倉庫・施設売上,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,チーム,APチーム名,ER_売上/受注_直近_PRD,1341591185,商品別_工場・倉庫・施設出荷社数,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,現場名（工場案件）,現場名,ER_現場名入り売上実績,1341591185,商品別_工場・倉庫・施設出荷社数,ER_売上/受注_直近_PRD,❌,Thiếu column
248150074,工場売上分析,担当者,AP担当者名,ER_売上/受注_直近_PRD,1341591185,商品別_工場・倉庫・施設出荷社数,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,営業所,AP営業所名,ER_売上/受注_直近_PRD,1341591185,商品別_工場・倉庫・施設出荷社数,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,売上時期,売上時期,ER_売上/受注_直近_PRD,1341591185,商品別_工場・倉庫・施設出荷社数,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,チーム,APチーム名,ER_売上/受注_直近_PRD,572002633,ステータス別_工場・倉庫・施設出荷現場数,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,現場名（工場案件）,現場名,ER_現場名入り売上実績,572002633,ステータス別_工場・倉庫・施設出荷現場数,ER_売上/受注_直近_PRD,❌,Thiếu column
248150074,工場売上分析,担当者,AP担当者名,ER_売上/受注_直近_PRD,572002633,ステータス別_工場・倉庫・施設出荷現場数,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,営業所,AP営業所名,ER_売上/受注_直近_PRD,572002633,ステータス別_工場・倉庫・施設出荷現場数,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,売上時期,売上時期,ER_売上/受注_直近_PRD,572002633,ステータス別_工場・倉庫・施設出荷現場数,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,チーム,APチーム名,ER_売上/受注_直近_PRD,1017947390,月別_工場・倉庫・施設出荷社数,【大型出荷有無用】ER_売上/受注_直近_PRD,✅,Có column
248150074,工場売上分析,現場名（工場案件）,現場名,ER_現場名入り売上実績,1017947390,月別_工場・倉庫・施設出荷社数,【大型出荷有無用】ER_売上/受注_直近_PRD,❌,Thiếu column
248150074,工場売上分析,担当者,AP担当者名,ER_売上/受注_直近_PRD,1017947390,月別_工場・倉庫・施設出荷社数,【大型出荷有無用】ER_売上/受注_直近_PRD,✅,Có column
248150074,工場売上分析,営業所,AP営業所名,ER_売上/受注_直近_PRD,1017947390,月別_工場・倉庫・施設出荷社数,【大型出荷有無用】ER_売上/受注_直近_PRD,✅,Có column
248150074,工場売上分析,売上時期,売上時期,ER_売上/受注_直近_PRD,1017947390,月別_工場・倉庫・施設出荷社数,【大型出荷有無用】ER_売上/受注_直近_PRD,✅,Có column
248150074,工場売上分析,チーム,APチーム名,ER_売上/受注_直近_PRD,571321567,ステータス別_工場・倉庫・施設出荷_平均単価_年比較,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,現場名（工場案件）,現場名,ER_現場名入り売上実績,571321567,ステータス別_工場・倉庫・施設出荷_平均単価_年比較,ER_売上/受注_直近_PRD,❌,Thiếu column
248150074,工場売上分析,担当者,AP担当者名,ER_売上/受注_直近_PRD,571321567,ステータス別_工場・倉庫・施設出荷_平均単価_年比較,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,営業所,AP営業所名,ER_売上/受注_直近_PRD,571321567,ステータス別_工場・倉庫・施設出荷_平均単価_年比較,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,売上時期,売上時期,ER_売上/受注_直近_PRD,571321567,ステータス別_工場・倉庫・施設出荷_平均単価_年比較,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,チーム,APチーム名,ER_売上/受注_直近_PRD,1643529095,工場案件一覧,ER_現場名入り売上実績,✅,Có column
248150074,工場売上分析,現場名（工場案件）,現場名,ER_現場名入り売上実績,1643529095,工場案件一覧,ER_現場名入り売上実績,✅,Cùng dataset
248150074,工場売上分析,担当者,AP担当者名,ER_売上/受注_直近_PRD,1643529095,工場案件一覧,ER_現場名入り売上実績,✅,Có column
248150074,工場売上分析,営業所,AP営業所名,ER_売上/受注_直近_PRD,1643529095,工場案件一覧,ER_現場名入り売上実績,✅,Có column
248150074,工場売上分析,売上時期,売上時期,ER_売上/受注_直近_PRD,1643529095,工場案件一覧,ER_現場名入り売上実績,❌,Thiếu column
248150074,工場売上分析,チーム,APチーム名,ER_売上/受注_直近_PRD,1712590684,ステータス別_工場・倉庫・施設売上_年比較,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,現場名（工場案件）,現場名,ER_現場名入り売上実績,1712590684,ステータス別_工場・倉庫・施設売上_年比較,ER_売上/受注_直近_PRD,❌,Thiếu column
248150074,工場売上分析,担当者,AP担当者名,ER_売上/受注_直近_PRD,1712590684,ステータス別_工場・倉庫・施設売上_年比較,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,営業所,AP営業所名,ER_売上/受注_直近_PRD,1712590684,ステータス別_工場・倉庫・施設売上_年比較,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,売上時期,売上時期,ER_売上/受注_直近_PRD,1712590684,ステータス別_工場・倉庫・施設売上_年比較,ER_売上/受注_直近_PRD,✅,Cùng dataset
248150074,工場売上分析,チーム,APチーム名,ER_売上/受注_直近_PRD,335358071,ステータス別_工場・倉庫・施設出荷現場数_年比較,ER_売上/受注_直近_PRD,✅,Cùng dataset
